title,city,listing_city,district,size,rent,available_from,url,price_per_sqm,avg_ppm_diff,rent_index_diff,available_until,flatmates,flatmate_details,flatmates_female,flatmates_male,flatmates_diverse,rooms_free,room_type,online_since,straight_line_km,distance_km,duration_min,transit_distance_km,transit_duration_min,is_transit_estimated
- - -WG-Zimmer in renovierter 4er-WG verfügbar!!! - - -,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,11.0,455.0,13.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.10914982.html,41.36,5.54,,,4,"0w,0m,0d,0n",0,0,0,,,,11.18,,,41.51,8.8,True
WG Neugründung: Zimmer in 4er WG in Möhrigen in ruhiger Lage,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,15.0,550.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.11563200.html,36.67,0.85,,,4,"0w,1m,0d,0n",0,1,0,,,,11.18,,,41.51,8.8,True
Kleines aber gut durchdachtes Zimmer in 2er WG,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,10.0,465.0,"01.02.2026
                    
                                            - 31.07.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.12508128.html,46.5,10.68,,,2,"0w,0m,0d,0n",0,0,0,,,,11.18,,,41.51,8.8,True
gemütliches Zimmer in 2er-WG in Möhringen,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,10.0,485.0,"01.02.2026
                    
                                            - 31.07.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.12508136.html,48.5,12.68,,,2,"0w,0m,0d,0n",0,0,0,,,,11.18,,,41.51,8.8,True
WG-Zimmer in 3er WG,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,15.0,486.0,"01.03.2026
                    
                                            - 31.07.2027",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.12862887.html,32.4,-3.42,,,3,"1w,1m,0d,0n",1,1,0,,,,11.18,,,41.51,8.8,True
Gemütliches Souterrain-Zimmer mit Top-Anbindung in Stuttgart-Möhringen,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,25.0,650.0,16.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.12862967.html,26.0,-9.82,,,4,"2w,1m,0d,0n",2,1,0,,,,11.18,,,41.51,8.8,True
Frauen WG Zimmer - Erstbezug - voll möbliert in 2er-WG - 680€ Warmmiete - Fully furnished apartment,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,16.0,630.0,06.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.12930670.html,39.38,3.56,,,2,"0w,0m,0d,0n",0,0,0,,,,11.18,,,41.51,8.8,True
18 m2 room for rent in a WG (2 persons),"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,18.0,600.0,"01.03.2026
                    
                                            - 31.08.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.12947717.html,33.33,-2.49,,,2,"0w,1m,0d,0n",0,1,0,,,,11.18,,,41.51,8.8,True
Schönes WG Zimmer zu vermieten ab April,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,14.0,490.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.12976526.html,35.0,-0.82,,,4,"2w,1m,0d,0n",2,1,0,,,,11.18,,,41.51,8.8,True
Möbliertes Zimmer mit eigenem Bad in schöner Wohnung,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,14.0,850.0,01.10.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.12976933.html,60.71,24.89,,,2,"0w,0m,0d,0n",0,0,0,,,,11.18,,,41.51,8.8,True
🌟Zimmer in 2er Girls WG (Einzugsdatum flexibel)🌟 Untermiete,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,12.0,380.0,"01.03.2026
                    
                                            - 31.08.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.12981510.html,31.67,-4.15,,,2,"1w,0m,0d,0n",1,0,0,,,,11.18,,,41.51,8.8,True
Zimmer in 5er Mädel WG im Campo Novo Stuttgart,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,13.0,540.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.13009883.html,41.54,5.72,,,5,"4w,0m,0d,0n",4,0,0,,,,11.18,,,41.51,8.8,True
"WG Neugründung, 120m2 zu dritt","Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,20.0,669.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.13014155.html,33.45,-2.37,,,3,"0w,1m,0d,0n",0,1,0,,,,11.18,,,41.51,8.8,True
Sensationelles WG Zimmer mit eigenem Balkon,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,20.0,530.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.13015203.html,26.5,-9.32,,,5,"0w,4m,0d,0n",0,4,0,,,,11.18,,,41.51,8.8,True
WG-Zimmer mit Wohnküche und Balkon,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,16.0,570.0,"01.03.2026
                    
                                            - 31.08.2027",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.13015446.html,35.62,-0.2,,,3,"0w,1m,0d,0n",0,1,0,,,,11.18,,,41.51,8.8,True
WG-Zimmer mit Wohnküche und Balkon,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,21.0,590.0,"01.03.2026
                    
                                            - 31.08.2027",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.13015482.html,28.1,-7.72,,,3,"0w,1m,0d,0n",0,1,0,,,,11.18,,,41.51,8.8,True
"Zimmer im SWS Wohnheim Filderbahnplatz zur Untermiete, 6er WG","Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,12.0,383.0,"28.02.2026
                    
                                            - 31.08.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.13024035.html,31.92,-3.9,,,6,"2w,3m,0d,0n",2,3,0,,,,11.18,,,41.51,8.8,True
Frauen WG Zimmer - Erstbezug - voll möbliert in 3er-WG - 680€ Warmmiete - Fully furnished apartment,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,11.0,680.0,06.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.13036648.html,61.82,26.0,,,3,"2w,0m,0d,0n",2,0,0,,,,11.18,,,41.51,8.8,True
WG-Zimmer in sechs Zimmer CVJM WG in Möhringen,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,14.0,300.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.13045109.html,21.43,-14.39,,,6,"2w,3m,0d,0n",2,3,0,,,,11.18,,,41.51,8.8,True
20qm Zimmer mit Balkon in modernem Haus mit Garten,"Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,20.0,635.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.13055460.html,31.75,-4.07,,,3,"0w,2m,0d,0n",0,2,0,,,,11.18,,,41.51,8.8,True
"Ebinger Weg, Stuttgart","Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,13.0,530.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.12283602.html,40.77,4.95,,,4,"0w,0m,0d,0n",0,0,0,,,,11.18,,,41.51,8.8,True
"Ebinger Weg, Stuttgart","Stuttgart
                            
                            Möhringen","Stuttgart
                            
                            Möhringen",,16.0,560.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Moehringen.12283596.html,35.0,-0.82,,,4,"0w,0m,0d,0n",0,0,0,,,,11.18,,,41.51,8.8,True
Möbliertes und frisch gestrichenes Zimmer in 4 er WG,"Stuttgart
                            
                            Gablenberg","Stuttgart
                            
                            Gablenberg",,19.0,490.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Gablenberg.11054162.html,25.79,-10.03,,,4,"2w,1m,0d,0n",2,1,0,,,,11.15,,,24.8,10.8,True
Zimmer mit Blick auf Sonnenuntergänge in Gablenberg,"Stuttgart
                            
                            Gablenberg","Stuttgart
                            
                            Gablenberg",,12.0,540.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Gablenberg.12556263.html,45.0,9.18,,,3,"1w,1m,0d,0n",1,1,0,,,,11.15,,,24.8,10.8,True
Gemütliche 4er WG in bester Lage,"Stuttgart
                            
                            Gablenberg","Stuttgart
                            
                            Gablenberg",,16.0,560.0,04.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Gablenberg.12695494.html,35.0,-0.82,,,4,"1w,2m,0d,0n",1,2,0,,,,11.15,,,24.8,10.8,True
Sch147.06.Hochwertig möblierte(s) Wohnung (Zimmer) in zentraler Lage,"Stuttgart
                            
                            Gablenberg","Stuttgart
                            
                            Gablenberg",,19.0,580.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Gablenberg.13061096.html,30.53,-5.29,,,4,"1w,1m,0d,0n",1,1,0,,,,11.15,,,24.8,10.8,True
"Albert-Schäffle-Straße, Stuttgart","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,18.0,665.0,04.05.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12282008.html,36.94,1.12,,,3,"0w,0m,0d,0n",0,0,0,,,,11.11,,,24.4,10.4,True
"Albert-Schäffle-Straße, Stuttgart","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,21.0,565.0,15.12.2025,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12305494.html,26.9,-8.92,,,2,"0w,0m,0d,0n",0,0,0,,,,11.11,,,24.4,10.4,True
Gemütliches Zimmer mit eigener Dusche in bester Wohnlage,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,21.0,500.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.2083761.html,23.81,-12.01,,,6,"0w,5m,0d,0n",0,5,0,,,,11.11,,,24.4,10.4,True
"Charmante Altbauwohnung, zentral in Stgt.-Ost, 3er-WG","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,8.0,395.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.4276559.html,49.38,13.56,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
"25m2 -  1,5 Zimmer (14m2 + 3m2 möbliert mit Balkon) in ruhiger Lage mit guter Anbindung. Dazu  22m2 Wohn und Arbeitszimmer zur gemeinsamen Nutzung.590€  (all inclusive))","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,25.0,590.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.4419666.html,23.6,-12.22,,,2,"0w,1m,0d,0n",0,1,0,,,,11.11,,,24.4,10.4,True
"10m2 Zimmer mit Aussicht,sehr zentral gelegen(nur 5min zum Haupt-Bf!)","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,10.0,400.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.5416635.html,40.0,4.18,,,6,"0w,5m,0d,0n",0,5,0,,,,11.11,,,24.4,10.4,True
"Möbeliertes 13m2 Zimmer in netter 3er WG in Stuttgart-Ost, ab 01.03.2026 frei. Mietzeit flexibel !!!","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,13.0,450.0,"01.03.2026
                    
                                            - 31.08.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.5520620.html,34.62,-1.2,,,4,"0w,3m,0d,0n",0,3,0,,,,11.11,,,24.4,10.4,True
3 WG-Zimmer (teilmöbliert) in 3-Zimmer-Wohnung - gute Lage in Stgt Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,16.0,465.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.5577179.html,29.06,-6.76,,,3,"0w,0m,0d,0n",0,0,0,,,,11.11,,,24.4,10.4,True
"10 qm Zimmer in Reihenhaus mit 3 Toiletten , 490 € warm, Stuttgart Ost, ab 01. 04.","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,10.0,490.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.6255281.html,49.0,13.18,,,3,"0w,2m,0d,0n",0,2,0,,,,11.11,,,24.4,10.4,True
Möblierte 3er WG - inklusive schnellem Internet und kostenlose Waschmaschine,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,13.0,480.0,01.05.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.6361240.html,36.92,1.1,,,3,"1w,1m,0d,0n",1,1,0,,,,11.11,,,24.4,10.4,True
Warmmiete - modern möbliertes WG-Zimmer - Stgt. Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,14.0,520.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.6492910.html,37.14,1.32,,,7,"3w,2m,0d,0n",3,2,0,,,,11.11,,,24.4,10.4,True
Zimmer in 3er WG ab 1.4.2026,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,20.0,470.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.6596685.html,23.5,-12.32,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
Direkt am Schlossgarten und den Mineralbädern im Gründerzeitaltbau: WG-Zimmer 21qm,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,21.0,600.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.6941267.html,28.57,-7.25,,,3,"0w,2m,0d,0n",0,2,0,,,,11.11,,,24.4,10.4,True
WG Zimmer in Maisonettwohnung,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,12.0,580.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.7011138.html,48.33,12.51,,,5,"0w,0m,0d,0n",0,0,0,,,,11.11,,,24.4,10.4,True
WG-Zimmer in Stgt-Ost frei ab Oktober,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,20.0,580.0,05.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.7191176.html,29.0,-6.82,,,3,"0w,2m,0d,0n",0,2,0,,,,11.11,,,24.4,10.4,True
Helle WG in Stuttgart Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,12.0,500.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.7269697.html,41.67,5.85,,,5,"1w,2m,0d,0n",1,2,0,,,,11.11,,,24.4,10.4,True
Möbeliertes 14m2 Zimmer in netter 4er WG in Stuttgart-Ost ab 01.04.2026 frei. Mietzeit flexibel !!!,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,14.0,450.0,"01.04.2026
                    
                                            - 30.09.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.7816295.html,32.14,-3.68,,,4,"0w,3m,0d,0n",0,3,0,,,,11.11,,,24.4,10.4,True
WG Zimmer (sowohl befristet als auch unbefristet) in renovierter Wohnung bei Stuttgart Berg 2 Minuten zu Fuß vom Schlossgartenpark entfernt,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,14.0,660.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.7824088.html,47.14,11.32,,,2,"0w,1m,0d,0n",0,1,0,,,,11.11,,,24.4,10.4,True
**LUXUS**PL**TOP SANIERTE WOHNUNG mitten im Zentrum von Stuttgart mit Terrasse und Garten,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,11.0,510.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.7911478.html,46.36,10.54,,,3,"1w,1m,0d,0n",1,1,0,,,,11.11,,,24.4,10.4,True
Möbliertes Studentenzimmer in Stuttgart-Ost – ab sofort,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,14.0,430.0,07.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.8430959.html,30.71,-5.11,,,3,"1w,1m,0d,0n",1,1,0,,,,11.11,,,24.4,10.4,True
4er WG am Schlossgarten,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,14.0,583.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.8686406.html,41.64,5.82,,,4,"2w,1m,0d,0n",2,1,0,,,,11.11,,,24.4,10.4,True
Schönes Zimmer in 3er WG in gemütlicher Altbauwohnung zentral in S-Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,15.0,490.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.8951310.html,32.67,-3.15,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
Zwei WG Zimmer in beliebter Wohnlage Stuttgart Ost EG,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,15.0,620.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.8959068.html,41.33,5.51,,,2,"0w,0m,0d,0n",0,0,0,,,,11.11,,,24.4,10.4,True
Mitbewohnerin für helle Frauen-WG in Halbhöhenlage gesucht,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,12.0,520.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.9180280.html,43.33,7.51,,,3,"1w,0m,0d,0n",1,0,0,,,,11.11,,,24.4,10.4,True
Komplett Saniertes WG- Stuttgart Ost/Hbf-Nähe,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,18.0,580.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.9274873.html,32.22,-3.6,,,3,"0w,2m,0d,0n",0,2,0,,,,11.11,,,24.4,10.4,True
Stuttgart Eastside,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,14.0,595.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.9278688.html,42.5,6.68,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
Günstiges WG-Zimmer in Stuttgart-Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,23.0,470.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.9583610.html,20.43,-15.39,,,5,"3w,1m,0d,0n",3,1,0,,,,11.11,,,24.4,10.4,True
WG Zimmer in 3er WG in Stuttgart Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,16.0,450.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.9981302.html,28.12,-7.7,,,3,"0w,2m,0d,0n",0,2,0,,,,11.11,,,24.4,10.4,True
"Möbliertes Zimmer in 3-er WG im Stuttgarter Osten, Balkon","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,16.0,590.0,10.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.10198251.html,36.88,1.06,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
2-er WG in beliebter Wohnlage Stuttgart Ost DG,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,18.0,630.0,"01.03.2026
                    
                                            - 01.09.2030",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.10230658.html,35.0,-0.82,,,2,"0w,0m,0d,0n",0,0,0,,,,11.11,,,24.4,10.4,True
Schönes Zimmer in Villa Berg Park-WG,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,13.0,550.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.10441604.html,42.31,6.49,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
Ab 01.08 - Frauen WG - gehobene Ausstattung - möbliert - zentrale Lage - 2 Zimmer frei,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,11.0,540.0,01.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.10713495.html,49.09,13.27,,,3,"1w,0m,0d,0n",1,0,0,,,,11.11,,,24.4,10.4,True
"B23-4 Großes, helles Zimmer in WG im Stuttgarter Osten","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,17.0,550.0,13.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.10917715.html,32.35,-3.47,,,4,"2w,1m,0d,0n",2,1,0,,,,11.11,,,24.4,10.4,True
Stadtnahes Studentenwohnheim,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,15.0,345.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.10947159.html,23.0,-12.82,,,12,"0w,8m,0d,0n",0,8,0,,,,11.11,,,24.4,10.4,True
Schickes und großzügiges WG-Zimmer in top sanierter WG in Stuttgart-Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,20.0,689.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.11185917.html,34.45,-1.37,,,3,"0w,1m,0d,0n",0,1,0,,,,11.11,,,24.4,10.4,True
"L11- 3-2 Großes, lichtdurchflutetes Zimmer in toller WG!","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,14.0,550.0,01.05.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.11198287.html,39.29,3.47,,,4,"0w,3m,0d,0n",0,3,0,,,,11.11,,,24.4,10.4,True
Charmantes WG-Zimmer in bester Lage,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,18.0,645.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.11360975.html,35.83,0.01,,,3,"0w,1m,0d,0n",0,1,0,,,,11.11,,,24.4,10.4,True
Bestens gelegenes WG-Zimmer Stuttgart-Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,13.0,450.0,"01.04.2026
                    
                                            - 01.10.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.11470827.html,34.62,-1.2,,,2,"0w,1m,0d,0n",0,1,0,,,,11.11,,,24.4,10.4,True
"Zimmer in 3er WG, 5 Minuten mit dem Bus am Hbf (unmöbliert) in Stuttgart Ost","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,14.0,490.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.11531110.html,35.0,-0.82,,,3,"0w,2m,0d,0n",0,2,0,,,,11.11,,,24.4,10.4,True
WG-Zimmer in großer Wohnung mit Dachterrasse,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,19.0,692.0,15.03.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.11875700.html,36.42,0.6,,,3,"1w,1m,0d,0n",1,1,0,,,,11.11,,,24.4,10.4,True
N180-2 - Schönes WG Zimmer in zentraler Lage,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,16.0,550.0,01.04.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.11963691.html,34.38,-1.44,,,4,"0w,3m,0d,0n",0,3,0,,,,11.11,,,24.4,10.4,True
4-er WG * Zentrale Lage * Teil-Möbliert * Komplettsanierung *,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,,640.0,01.06.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12025376.html,,,,,4,"2w,1m,0d,0n",2,1,0,,,,11.11,,,24.4,10.4,True
19qm Zimmer in zentraler Lage 3 er WG ab sofort frei,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,19.0,650.0,13.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12073905.html,34.21,-1.61,,,3,"0w,2m,0d,0n",0,2,0,,,,11.11,,,24.4,10.4,True
"Wohlfühlen in dieser 3er-WG – saniert, stilvoll & super gelegen!","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,18.0,1950.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12115490.html,108.33,72.51,,,3,"0w,0m,0d,0n",0,0,0,,,,11.11,,,24.4,10.4,True
Schönes WG Zimmer zur Untermiete in Stuttgart Ost✨,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,10.0,582.0,"01.02.2026
                    
                                            - 31.03.2026",https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12134476.html,58.2,22.38,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
Gemütliches und großzügiges WG-Zimmer in top sanierter WG in Stuttgart-Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,18.0,649.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12207512.html,36.06,0.24,,,3,"0w,1m,0d,0n",0,1,0,,,,11.11,,,24.4,10.4,True
Moderne 3er-WG in Stuttgart-Ost – Helle Zimmer mit neuer Einrichtung in Top-Lage,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,13.0,650.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12448508.html,50.0,14.18,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
"Wohlfühlen in dieser 3er-WG – saniert, stilvoll & super gelegen!","Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,18.0,1750.0,14.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12511708.html,97.22,61.4,,,3,"0w,0m,0d,0n",0,0,0,,,,11.11,,,24.4,10.4,True
Möbiliertes WG-Zimmer in Stuttgart Ost,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,15.0,570.0,11.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12552002.html,38.0,2.18,,,5,"3w,1m,0d,0n",3,1,0,,,,11.11,,,24.4,10.4,True
Berufseinsteiger WG in Stgt-Ost bei der alten Schule 🤘,"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,13.0,500.0,28.01.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12557087.html,38.46,2.64,,,4,"1w,2m,0d,0n",1,2,0,,,,11.11,,,24.4,10.4,True
3-er WG am Villa-Berg-Park :),"Stuttgart
                            
                            Ost","Stuttgart
                            
                            Ost",,20.0,580.0,01.02.2026,https://www.wg-gesucht.de/wg-zimmer-in-Stuttgart-Ost.12561250.html,29.0,-6.82,,,3,"2w,0m,0d,0n",2,0,0,,,,11.11,,,24.4,10.4,True
